IP Address,DNS Name,Vulnerability Name,CVE,Severity,Exploit Available,Patch Priority,Asset Exposure (on 1000),Vulnerability Finding,Summary,Description,Remediation,KB Links,Platform Details,First Discovered,Last Observed,Source Tools,Record Count
10.40.2.43,cs-asset-024.corp.example,Google Chrome use-after-free vulnerability,CVE-2024-4671,Critical,No,P2,735,Vulnerable Google Chrome release detected.,Google Chrome use-after-free vulnerability,Google Chrome version matched the vulnerable range for CVE-2024-4671. | Detected vulnerable installed version,"Update Google Chrome to the latest enterprise stable release and relaunch the browser. | Patch Google Chrome during the approved change window and capture validation evidence. | Update Google Chrome to the latest enterprise stable release and relaunch the browser. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://chromereleases.googleblog.com/ | https://chromereleases.googleblog.com/ | https://chromereleases.googleblog.com/ | https://chromereleases.googleblog.com/ | https://chromereleases.googleblog.com/ | https://nvd.nist.gov/vuln/detail/CVE-2024-4671,Windows | Windows Server 2022 | 20348.2527 | Google Chrome,2025-09-29,2026-07-31,CrowdStrike,1
10.40.2.44,cs-asset-025.corp.example,Cisco IOS XE web UI privilege escalation,CVE-2023-20198,High,Yes,P1,808,Vulnerable Cisco IOS XE release detected.,Cisco IOS XE web UI privilege escalation,Cisco IOS XE version matched the vulnerable range for CVE-2023-20198. | Detected vulnerable installed version,"Install the fixed Cisco IOS XE release and disable the HTTP server when it is not required. | Patch Cisco IOS XE during the approved change window and capture validation evidence. | Install the fixed Cisco IOS XE release and disable the HTTP server when it is not required. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z | https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z | https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z | https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z | https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z | https://nvd.nist.gov/vuln/detail/CVE-2023-20198,Linux | Ubuntu 22.04 LTS | 5.15.0-113-generic | Cisco IOS XE,2025-10-04,2026-07-31,CrowdStrike,1
10.40.2.45,cs-asset-026.corp.example,Linux kernel netfilter use-after-free,CVE-2024-1086,Medium,No,P3,615,Vulnerable Linux Kernel release detected.,Linux kernel netfilter use-after-free,Linux Kernel version matched the vulnerable range for CVE-2024-1086. | Detected vulnerable installed version,"Install the distribution kernel security update and reboot into the fixed kernel. | Patch Linux Kernel during the approved change window and capture validation evidence. | Install the distribution kernel security update and reboot into the fixed kernel. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://nvd.nist.gov/vuln/detail/CVE-2024-1086 | https://nvd.nist.gov/vuln/detail/CVE-2024-1086 | https://nvd.nist.gov/vuln/detail/CVE-2024-1086 | https://nvd.nist.gov/vuln/detail/CVE-2024-1086 | https://nvd.nist.gov/vuln/detail/CVE-2024-1086 | https://nvd.nist.gov/vuln/detail/CVE-2024-1086,Linux | Ubuntu 22.04 LTS | 5.15.0-113-generic | Linux Kernel,2025-10-09,2026-07-31,CrowdStrike,1
10.40.2.46,cs-asset-027.corp.example,Microsoft Exchange privilege escalation,CVE-2024-21410,Low,No,P4,313,Vulnerable Microsoft Exchange Server release detected.,Microsoft Exchange privilege escalation,Microsoft Exchange Server version matched the vulnerable range for CVE-2024-21410. | Detected vulnerable installed version,"Install the supported Exchange Server security update and verify Extended Protection configuration. | Patch Microsoft Exchange Server during the approved change window and capture validation evidence. | Install the supported Exchange Server security update and verify Extended Protection configuration. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410 | https://nvd.nist.gov/vuln/detail/CVE-2024-21410,Windows | Windows Server 2022 | 20348.2527 | Microsoft Exchange Server,2025-10-14,2026-07-31,CrowdStrike,1
10.40.2.47,cs-asset-028.corp.example,Windows Remote Desktop Licensing Service remote code execution,CVE-2024-38077,Critical,Yes,P1,825,Vulnerable Microsoft Windows Server release detected.,Windows Remote Desktop Licensing Service remote code execution,Microsoft Windows Server version matched the vulnerable range for CVE-2024-38077. | Detected vulnerable installed version,"Install the current Microsoft cumulative security update and restart the affected host. | Patch Microsoft Windows Server during the approved change window and capture validation evidence. | Install the current Microsoft cumulative security update and restart the affected host. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077 | https://nvd.nist.gov/vuln/detail/CVE-2024-38077,Windows | Windows Server 2022 | 20348.2527 | Microsoft Windows Server,2025-10-19,2026-07-31,CrowdStrike,1
10.40.2.48,cs-asset-029.corp.example,Apache Log4j remote code execution,CVE-2021-44228,High,No,P2,718,Vulnerable Apache Log4j release detected.,Apache Log4j remote code execution,Apache Log4j version matched the vulnerable range for CVE-2021-44228. | Detected vulnerable installed version,"Upgrade Log4j to a vendor-supported fixed release and restart the application service. | Patch Apache Log4j during the approved change window and capture validation evidence. | Upgrade Log4j to a vendor-supported fixed release and restart the application service. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://logging.apache.org/log4j/2.x/security.html | https://logging.apache.org/log4j/2.x/security.html | https://logging.apache.org/log4j/2.x/security.html | https://logging.apache.org/log4j/2.x/security.html | https://logging.apache.org/log4j/2.x/security.html | https://nvd.nist.gov/vuln/detail/CVE-2021-44228,Linux | Ubuntu 22.04 LTS | 5.15.0-113-generic | Apache Log4j,2025-10-24,2026-07-31,CrowdStrike,1
10.40.2.49,cs-asset-030.corp.example,OpenSSL X.400 address type confusion,CVE-2023-0286,Medium,No,P3,550,Vulnerable OpenSSL release detected.,OpenSSL X.400 address type confusion,OpenSSL version matched the vulnerable range for CVE-2023-0286. | Detected vulnerable installed version,"Apply the operating-system vendor OpenSSL package update and restart dependent services. | Patch OpenSSL during the approved change window and capture validation evidence. | Apply the operating-system vendor OpenSSL package update and restart dependent services. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://www.openssl.org/news/secadv/20230207.txt | https://www.openssl.org/news/secadv/20230207.txt | https://www.openssl.org/news/secadv/20230207.txt | https://www.openssl.org/news/secadv/20230207.txt | https://www.openssl.org/news/secadv/20230207.txt | https://nvd.nist.gov/vuln/detail/CVE-2023-0286,Linux | Ubuntu 22.04 LTS | 5.15.0-113-generic | OpenSSL,2025-10-29,2026-07-31,CrowdStrike,1
10.40.2.50,cs-asset-031.corp.example,Apache Tomcat AJP file read and inclusion,CVE-2020-1938,Low,Yes,P2,468,Vulnerable Apache Tomcat release detected.,Apache Tomcat AJP file read and inclusion,Apache Tomcat version matched the vulnerable range for CVE-2020-1938. | Detected vulnerable installed version,"Upgrade Apache Tomcat, disable unused AJP connectors, and require a connector secret. | Patch Apache Tomcat during the approved change window and capture validation evidence. | Upgrade Apache Tomcat, disable unused AJP connectors, and require a connector secret. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://tomcat.apache.org/security-9.html | https://tomcat.apache.org/security-9.html | https://tomcat.apache.org/security-9.html | https://tomcat.apache.org/security-9.html | https://tomcat.apache.org/security-9.html | https://nvd.nist.gov/vuln/detail/CVE-2020-1938,Linux | Ubuntu 22.04 LTS | 5.15.0-113-generic | Apache Tomcat,2025-11-03,2026-07-31,CrowdStrike,1
10.40.2.51,cs-asset-032.corp.example,Google Chrome use-after-free vulnerability,CVE-2024-4671,Critical,No,P2,735,Vulnerable Google Chrome release detected.,Google Chrome use-after-free vulnerability,Google Chrome version matched the vulnerable range for CVE-2024-4671. | Detected vulnerable installed version,"Update Google Chrome to the latest enterprise stable release and relaunch the browser. | Patch Google Chrome during the approved change window and capture validation evidence. | Update Google Chrome to the latest enterprise stable release and relaunch the browser. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://chromereleases.googleblog.com/ | https://chromereleases.googleblog.com/ | https://chromereleases.googleblog.com/ | https://chromereleases.googleblog.com/ | https://chromereleases.googleblog.com/ | https://nvd.nist.gov/vuln/detail/CVE-2024-4671,Windows | Windows Server 2022 | 20348.2527 | Google Chrome,2025-11-08,2026-07-31,CrowdStrike,1
10.40.2.52,cs-asset-033.corp.example,Cisco IOS XE web UI privilege escalation,CVE-2023-20198,High,Yes,P1,888,Vulnerable Cisco IOS XE release detected.,Cisco IOS XE web UI privilege escalation,Cisco IOS XE version matched the vulnerable range for CVE-2023-20198. | Detected vulnerable installed version,"Install the fixed Cisco IOS XE release and disable the HTTP server when it is not required. | Patch Cisco IOS XE during the approved change window and capture validation evidence. | Install the fixed Cisco IOS XE release and disable the HTTP server when it is not required. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z | https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z | https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z | https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z | https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z | https://nvd.nist.gov/vuln/detail/CVE-2023-20198,Linux | Ubuntu 22.04 LTS | 5.15.0-113-generic | Cisco IOS XE,2025-11-13,2026-07-31,CrowdStrike,1
10.40.2.53,cs-asset-034.corp.example,Linux kernel netfilter use-after-free,CVE-2024-1086,Medium,Yes,P2,640,Vulnerable Linux Kernel release detected.,Linux kernel netfilter use-after-free,Linux Kernel version matched the vulnerable range for CVE-2024-1086. | Detected vulnerable installed version,"Install the distribution kernel security update and reboot into the fixed kernel. | Patch Linux Kernel during the approved change window and capture validation evidence. | Install the distribution kernel security update and reboot into the fixed kernel. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://nvd.nist.gov/vuln/detail/CVE-2024-1086 | https://nvd.nist.gov/vuln/detail/CVE-2024-1086 | https://nvd.nist.gov/vuln/detail/CVE-2024-1086 | https://nvd.nist.gov/vuln/detail/CVE-2024-1086 | https://nvd.nist.gov/vuln/detail/CVE-2024-1086 | https://nvd.nist.gov/vuln/detail/CVE-2024-1086,Linux | Ubuntu 22.04 LTS | 5.15.0-113-generic | Linux Kernel,2025-11-18,2026-07-31,CrowdStrike,1
10.40.2.54,cs-asset-035.corp.example,Microsoft Exchange privilege escalation,CVE-2024-21410,Low,No,P4,313,Vulnerable Microsoft Exchange Server release detected.,Microsoft Exchange privilege escalation,Microsoft Exchange Server version matched the vulnerable range for CVE-2024-21410. | Detected vulnerable installed version,"Install the supported Exchange Server security update and verify Extended Protection configuration. | Patch Microsoft Exchange Server during the approved change window and capture validation evidence. | Install the supported Exchange Server security update and verify Extended Protection configuration. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410 | https://nvd.nist.gov/vuln/detail/CVE-2024-21410,Windows | Windows Server 2022 | 20348.2527 | Microsoft Exchange Server,2025-11-23,2026-07-31,CrowdStrike,1
10.40.2.55,cs-asset-036.corp.example,Windows Remote Desktop Licensing Service remote code execution,CVE-2024-38077,Critical,No,P2,800,Vulnerable Microsoft Windows Server release detected.,Windows Remote Desktop Licensing Service remote code execution,Microsoft Windows Server version matched the vulnerable range for CVE-2024-38077. | Detected vulnerable installed version,"Install the current Microsoft cumulative security update and restart the affected host. | Patch Microsoft Windows Server during the approved change window and capture validation evidence. | Install the current Microsoft cumulative security update and restart the affected host. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077 | https://nvd.nist.gov/vuln/detail/CVE-2024-38077,Windows | Windows Server 2022 | 20348.2527 | Microsoft Windows Server,2026-04-01,2026-07-31,CrowdStrike,1
10.40.2.56,cs-asset-037.corp.example,Apache Log4j remote code execution,CVE-2021-44228,High,Yes,P1,808,Vulnerable Apache Log4j release detected.,Apache Log4j remote code execution,Apache Log4j version matched the vulnerable range for CVE-2021-44228. | Detected vulnerable installed version,"Upgrade Log4j to a vendor-supported fixed release and restart the application service. | Patch Apache Log4j during the approved change window and capture validation evidence. | Upgrade Log4j to a vendor-supported fixed release and restart the application service. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://logging.apache.org/log4j/2.x/security.html | https://logging.apache.org/log4j/2.x/security.html | https://logging.apache.org/log4j/2.x/security.html | https://logging.apache.org/log4j/2.x/security.html | https://logging.apache.org/log4j/2.x/security.html | https://nvd.nist.gov/vuln/detail/CVE-2021-44228,Linux | Ubuntu 22.04 LTS | 5.15.0-113-generic | Apache Log4j,2026-04-02,2026-07-31,CrowdStrike,1
10.40.2.57,cs-asset-038.corp.example,OpenSSL X.400 address type confusion,CVE-2023-0286,Medium,No,P3,550,Vulnerable OpenSSL release detected.,OpenSSL X.400 address type confusion,OpenSSL version matched the vulnerable range for CVE-2023-0286. | Detected vulnerable installed version,"Apply the operating-system vendor OpenSSL package update and restart dependent services. | Patch OpenSSL during the approved change window and capture validation evidence. | Apply the operating-system vendor OpenSSL package update and restart dependent services. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://www.openssl.org/news/secadv/20230207.txt | https://www.openssl.org/news/secadv/20230207.txt | https://www.openssl.org/news/secadv/20230207.txt | https://www.openssl.org/news/secadv/20230207.txt | https://www.openssl.org/news/secadv/20230207.txt | https://nvd.nist.gov/vuln/detail/CVE-2023-0286,Linux | Ubuntu 22.04 LTS | 5.15.0-113-generic | OpenSSL,2026-04-03,2026-07-31,CrowdStrike,1
10.40.2.58,cs-asset-039.corp.example,Apache Tomcat AJP file read and inclusion,CVE-2020-1938,Low,No,P4,313,Vulnerable Apache Tomcat release detected.,Apache Tomcat AJP file read and inclusion,Apache Tomcat version matched the vulnerable range for CVE-2020-1938. | Detected vulnerable installed version,"Upgrade Apache Tomcat, disable unused AJP connectors, and require a connector secret. | Patch Apache Tomcat during the approved change window and capture validation evidence. | Upgrade Apache Tomcat, disable unused AJP connectors, and require a connector secret. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://tomcat.apache.org/security-9.html | https://tomcat.apache.org/security-9.html | https://tomcat.apache.org/security-9.html | https://tomcat.apache.org/security-9.html | https://tomcat.apache.org/security-9.html | https://nvd.nist.gov/vuln/detail/CVE-2020-1938,Linux | Ubuntu 22.04 LTS | 5.15.0-113-generic | Apache Tomcat,2026-04-04,2026-07-31,CrowdStrike,1
10.40.2.59,cs-asset-040.corp.example,Google Chrome use-after-free vulnerability,CVE-2024-4671,Critical,Yes,P1,825,Vulnerable Google Chrome release detected.,Google Chrome use-after-free vulnerability,Google Chrome version matched the vulnerable range for CVE-2024-4671. | Detected vulnerable installed version,"Update Google Chrome to the latest enterprise stable release and relaunch the browser. | Patch Google Chrome during the approved change window and capture validation evidence. | Update Google Chrome to the latest enterprise stable release and relaunch the browser. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://chromereleases.googleblog.com/ | https://chromereleases.googleblog.com/ | https://chromereleases.googleblog.com/ | https://chromereleases.googleblog.com/ | https://chromereleases.googleblog.com/ | https://nvd.nist.gov/vuln/detail/CVE-2024-4671,Windows | Windows Server 2022 | 20348.2527 | Google Chrome,2026-04-05,2026-07-31,CrowdStrike,1
10.40.3.60,cs-asset-041.corp.example,Cisco IOS XE web UI privilege escalation,CVE-2023-20198,High,No,P2,783,Vulnerable Cisco IOS XE release detected.,Cisco IOS XE web UI privilege escalation,Cisco IOS XE version matched the vulnerable range for CVE-2023-20198. | Detected vulnerable installed version,"Install the fixed Cisco IOS XE release and disable the HTTP server when it is not required. | Patch Cisco IOS XE during the approved change window and capture validation evidence. | Install the fixed Cisco IOS XE release and disable the HTTP server when it is not required. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z | https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z | https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z | https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z | https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z | https://nvd.nist.gov/vuln/detail/CVE-2023-20198,Linux | Ubuntu 22.04 LTS | 5.15.0-113-generic | Cisco IOS XE,2026-04-06,2026-07-31,CrowdStrike,1
10.40.3.61,cs-asset-042.corp.example,Linux kernel netfilter use-after-free,CVE-2024-1086,Medium,No,P3,550,Vulnerable Linux Kernel release detected.,Linux kernel netfilter use-after-free,Linux Kernel version matched the vulnerable range for CVE-2024-1086. | Detected vulnerable installed version,"Install the distribution kernel security update and reboot into the fixed kernel. | Patch Linux Kernel during the approved change window and capture validation evidence. | Install the distribution kernel security update and reboot into the fixed kernel. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://nvd.nist.gov/vuln/detail/CVE-2024-1086 | https://nvd.nist.gov/vuln/detail/CVE-2024-1086 | https://nvd.nist.gov/vuln/detail/CVE-2024-1086 | https://nvd.nist.gov/vuln/detail/CVE-2024-1086 | https://nvd.nist.gov/vuln/detail/CVE-2024-1086 | https://nvd.nist.gov/vuln/detail/CVE-2024-1086,Linux | Ubuntu 22.04 LTS | 5.15.0-113-generic | Linux Kernel,2026-04-07,2026-07-31,CrowdStrike,1
10.40.3.62,cs-asset-043.corp.example,Microsoft Exchange privilege escalation,CVE-2024-21410,Low,Yes,P2,403,Vulnerable Microsoft Exchange Server release detected.,Microsoft Exchange privilege escalation,Microsoft Exchange Server version matched the vulnerable range for CVE-2024-21410. | Detected vulnerable installed version,"Install the supported Exchange Server security update and verify Extended Protection configuration. | Patch Microsoft Exchange Server during the approved change window and capture validation evidence. | Install the supported Exchange Server security update and verify Extended Protection configuration. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410 | https://nvd.nist.gov/vuln/detail/CVE-2024-21410,Windows | Windows Server 2022 | 20348.2527 | Microsoft Exchange Server,2026-04-08,2026-07-31,CrowdStrike,1
10.40.3.63,cs-asset-044.corp.example,Windows Remote Desktop Licensing Service remote code execution,CVE-2024-38077,Critical,Yes,P1,905,Vulnerable Microsoft Windows Server release detected.,Windows Remote Desktop Licensing Service remote code execution,Microsoft Windows Server version matched the vulnerable range for CVE-2024-38077. | Detected vulnerable installed version,"Install the current Microsoft cumulative security update and restart the affected host. | Patch Microsoft Windows Server during the approved change window and capture validation evidence. | Install the current Microsoft cumulative security update and restart the affected host. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077 | https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077 | https://nvd.nist.gov/vuln/detail/CVE-2024-38077,Windows | Windows Server 2022 | 20348.2527 | Microsoft Windows Server,2026-04-09,2026-07-31,CrowdStrike,1
10.40.3.64,cs-asset-045.corp.example,Apache Log4j remote code execution,CVE-2021-44228,High,No,P2,718,Vulnerable Apache Log4j release detected.,Apache Log4j remote code execution,Apache Log4j version matched the vulnerable range for CVE-2021-44228. | Detected vulnerable installed version,"Upgrade Log4j to a vendor-supported fixed release and restart the application service. | Patch Apache Log4j during the approved change window and capture validation evidence. | Upgrade Log4j to a vendor-supported fixed release and restart the application service. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://logging.apache.org/log4j/2.x/security.html | https://logging.apache.org/log4j/2.x/security.html | https://logging.apache.org/log4j/2.x/security.html | https://logging.apache.org/log4j/2.x/security.html | https://logging.apache.org/log4j/2.x/security.html | https://nvd.nist.gov/vuln/detail/CVE-2021-44228,Linux | Ubuntu 22.04 LTS | 5.15.0-113-generic | Apache Log4j,2026-04-10,2026-07-31,CrowdStrike,1
10.40.1.20,cs-asset-001.corp.example,OpenSSL X.400 address type confusion,CVE-2023-0286,Medium,Yes,P2,745,Vulnerable OpenSSL release detected.,OpenSSL X.400 address type confusion,OpenSSL version matched the vulnerable range for CVE-2023-0286. | Detected vulnerable installed version,"Apply the operating-system vendor OpenSSL package update and restart dependent services. | Patch OpenSSL during the approved change window and capture validation evidence. | Apply the operating-system vendor OpenSSL package update and restart dependent services. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://www.openssl.org/news/secadv/20230207.txt | https://www.openssl.org/news/secadv/20230207.txt | https://www.openssl.org/news/secadv/20230207.txt | https://www.openssl.org/news/secadv/20230207.txt | https://www.openssl.org/news/secadv/20230207.txt | https://nvd.nist.gov/vuln/detail/CVE-2023-0286,Linux | Ubuntu 22.04 LTS | 5.15.0-113-generic | OpenSSL,2026-04-11,2026-07-31,CrowdStrike,1
10.40.1.21,cs-asset-002.corp.example,Apache Tomcat AJP file read and inclusion,CVE-2020-1938,Low,No,P4,348,Vulnerable Apache Tomcat release detected.,Apache Tomcat AJP file read and inclusion,Apache Tomcat version matched the vulnerable range for CVE-2020-1938. | Detected vulnerable installed version,"Upgrade Apache Tomcat, disable unused AJP connectors, and require a connector secret. | Patch Apache Tomcat during the approved change window and capture validation evidence. | Upgrade Apache Tomcat, disable unused AJP connectors, and require a connector secret. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://tomcat.apache.org/security-9.html | https://tomcat.apache.org/security-9.html | https://tomcat.apache.org/security-9.html | https://tomcat.apache.org/security-9.html | https://tomcat.apache.org/security-9.html | https://nvd.nist.gov/vuln/detail/CVE-2020-1938,Linux | Ubuntu 22.04 LTS | 5.15.0-113-generic | Apache Tomcat,2026-04-12,2026-07-31,CrowdStrike,1
10.40.1.22,cs-asset-003.corp.example,Google Chrome use-after-free vulnerability,CVE-2024-4671,Critical,No,P2,770,Vulnerable Google Chrome release detected.,Google Chrome use-after-free vulnerability,Google Chrome version matched the vulnerable range for CVE-2024-4671. | Detected vulnerable installed version,"Update Google Chrome to the latest enterprise stable release and relaunch the browser. | Patch Google Chrome during the approved change window and capture validation evidence. | Update Google Chrome to the latest enterprise stable release and relaunch the browser. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://chromereleases.googleblog.com/ | https://chromereleases.googleblog.com/ | https://chromereleases.googleblog.com/ | https://chromereleases.googleblog.com/ | https://chromereleases.googleblog.com/ | https://nvd.nist.gov/vuln/detail/CVE-2024-4671,Windows | Windows Server 2022 | 20348.2527 | Google Chrome,2026-04-13,2026-07-31,CrowdStrike,1
10.40.1.23,cs-asset-004.corp.example,Cisco IOS XE web UI privilege escalation,CVE-2023-20198,High,Yes,P1,698,Vulnerable Cisco IOS XE release detected.,Cisco IOS XE web UI privilege escalation,Cisco IOS XE version matched the vulnerable range for CVE-2023-20198. | Detected vulnerable installed version,"Install the fixed Cisco IOS XE release and disable the HTTP server when it is not required. | Patch Cisco IOS XE during the approved change window and capture validation evidence. | Install the fixed Cisco IOS XE release and disable the HTTP server when it is not required. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z | https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z | https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z | https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z | https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z | https://nvd.nist.gov/vuln/detail/CVE-2023-20198,Linux | Ubuntu 22.04 LTS | 5.15.0-113-generic | Cisco IOS XE,2026-04-14,2026-07-31,CrowdStrike,1
10.40.1.24,cs-asset-005.corp.example,Linux kernel netfilter use-after-free,CVE-2024-1086,Medium,No,P3,590,Vulnerable Linux Kernel release detected.,Linux kernel netfilter use-after-free,Linux Kernel version matched the vulnerable range for CVE-2024-1086. | Detected vulnerable installed version,"Install the distribution kernel security update and reboot into the fixed kernel. | Patch Linux Kernel during the approved change window and capture validation evidence. | Install the distribution kernel security update and reboot into the fixed kernel. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://nvd.nist.gov/vuln/detail/CVE-2024-1086 | https://nvd.nist.gov/vuln/detail/CVE-2024-1086 | https://nvd.nist.gov/vuln/detail/CVE-2024-1086 | https://nvd.nist.gov/vuln/detail/CVE-2024-1086 | https://nvd.nist.gov/vuln/detail/CVE-2024-1086 | https://nvd.nist.gov/vuln/detail/CVE-2024-1086,Linux | Ubuntu 22.04 LTS | 5.15.0-113-generic | Linux Kernel,2026-04-15,2026-07-31,CrowdStrike,1
